contract_id	normalizer_version	owner	plugin	contract_key	contract_label	normalization_basis	normalization_confidence	review_flags	scheduling_status	work_category	required_plugins	callable_obligations	evidence_occurrences	unmatched_callables	consumer_candidate_callables	coverage_status	review_status	rust_consumer_candidates	member_obligation_ids	member_original_names
SC-G01-8590b3a180ef	2	G01	shell	game:mode:config	game / mode / config	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	accepted		OB-G01-395ef3a0fb27	set_game_mode_from_config_path
SC-G01-9607ed42ae89	2	G01	shell	game:mode:runtime	game / mode / runtime	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-c88866ec208b	ensure_game_mode_runtime_record_storage
SC-G01-ad0a484a8481	2	G01	shell	globe:dot:visible	globe / dot / visible	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-ee5f60bafa23	set_globe_dot_visible_recursive
SC-G01-4b9420ec6e8c	2	G01	shell	globe:index	globe / index	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	partial		OB-G01-d31f0acae863	hit_test_globe_entry_index
SC-G01-76b5340bb6aa	2	G01	shell	globe:location:list	globe / location / list	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-447d044b6519	tick_globe_location_list_refresh
SC-G01-49bd5d4f1652	2	G01	shell	lab:map:list	lab / map / list	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-5e88b9ff28da	LAB_refresh_map_list_and_globe_consumers
SC-G01-f4bbcdd30381	2	G01	shell	location	location	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-ac1152167560	lookup_location_entry_by_id
SC-G01-5c9259167fd6	2	G01	shell	location:mgr:chain	location / mgr / chain	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-6f72c227e56f	location_mgr_chain_contains_key
SC-G01-676bb6e5c2c5	2	G01	shell	location:mgr:key	location / mgr / key	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-44860f1a66e6	lookup_location_mgr_entry_by_key
SC-G01-e55a7418514d	2	G01	shell	main:menu:shell	main / menu / shell	semantic-phrase	medium	singleton	verification-ready	verification	shell	1	1	0	1	consumer-candidate	partial	MainMenu@projects/reimplementation/game/src/plugins/shell/mod.rs:40;ReturnToMainMenu@projects/reimplementation/game/src/plugins/shell/mod.rs:104;return_to_main_menu@projects/reimplementation/game/src/plugins/shell/routing.rs:123	OB-G01-479f1092166d	populate_main_menu_shell
SC-G01-e6a9a7b722c8	2	G01	shell	mode	mode	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	accepted		OB-G01-fb2b24107ec6	set_mode_selected_target_handle
SC-G01-7e5bc23fdf2c	2	G01	shell	mode:anchor	mode / anchor	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	revision-required		OB-G01-ccf3fb84519f	handle_set_mode_anchor_object
SC-G01-f1a5eec36c99	2	G01	shell	mode:pointer:tree	mode / pointer / tree	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-13d084dcbb46	count_and_clear_mode_pointer_state_tree
SC-G01-e9677efbe16e	2	G01	shell	mode:receiver:context	mode / receiver / context	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-e9323e78f693	set_current_mode_from_receiver_context
SC-G01-7193b0b45ce8	2	G01	shell	mode:receiver:when	mode / receiver / when	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-a7e50e41e10c	forward_value_to_current_mode_receiver_when_source_differs
SC-G01-9a6b3a93250f	2	G01	shell	mode:two	mode / two	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-ccc65b89a473	set_mode_state_two_and_refresh
SC-G01-4dc2a201ceed	2	G01	shell	mode:zero	mode / zero	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-ce20275f6782	set_mode_state_zero_and_refresh
SC-G01-315582a531f8	2	G01	shell	setmode	setmode	semantic-phrase	low	phrase-merge	normalization-review	implementation	shell	3	3	3	0	unmatched	revision-required		OB-G01-76313ffb6793;OB-G01-b12ce4acd6b6;OB-G01-06ac67c55e99	emit_setmode_payload;emit_setmode_payload;emit_setmode_payload
SC-G01-dfce7d62e96b	2	G01	shell	splash:resource:token	splash / resource / token	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-5d0c29e7ca88	expand_splash_resource_token_string
SC-G01-2ed2ff927e9d	2	G01	shell	training:exitmode	training / exitmode	semantic-phrase	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	accepted		OB-G01-b8bafedf9b53	emit_training_exitmode_payload
SC-G01-d5d1bf327dc3	2	G01	shell	uicolorobj	uicolorobj	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	partial		OB-G01-82799b9c3d69	set_mode_overlay_start_color_from_UIColorObj
SC-G01-55173cb4affd	2	G01	shell	uikeydata:code:accept	uikeydata / code / accept	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-e7c426c1fce9	handle_UIKeyData_code13_accept_current_mode
SC-G01-aa6fab7601f1	2	G01	shell	uirectobj	uirectobj	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-945b491e02be	set_mode_overlay_start_rect_from_UIRectObj
SC-G01-880333c5f8b6	2	G01	shell	uiregion	uiregion	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-435dafe345a3	set_mode_region_from_UIRegion
SC-G01-78000722c8c5	2	G01	shell	ztapp:display:name	ztapp / display / name	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-5104acd5b118	generate_ZTApp_entity_display_name
SC-G01-3b3873266745	2	G01	shell	ztapp:info:folder	ztapp / info / folder	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-a3c22146faa3	read_ZTApp_xp_info_folder
SC-G01-71d68b12369e	2	G01	shell	ztapp:manager:handles	ztapp / manager / handles	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-3658d0215e45	bind_ZTApp_manager_handles
SC-G01-f3116d1c8b59	2	G01	shell	ztapp:mode	ztapp / mode	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-97d969c5059c	tail_jump_to_ZTApp_active_mode_target_check
SC-G01-c12bc78598c4	2	G01	shell	ztapp:runtime:scene	ztapp / runtime / scene	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-79f597cc0d92	reset_ZTApp_runtime_scene_state
SC-G01-5e5dc99e29cb	2	G01	shell	ztapp:until:leaf	ztapp / until / leaf	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-f713b2daa63a	pump_ZTApp_until_active_leaf_test_completes
SC-G01-d84aff89dee1	2	G01	shell	ztapp:view:extent	ztapp / view / extent	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-5990e271ff16	compute_ZTApp_view_extent_fraction
SC-G01-11ea071c20b3	2	G01	shell	ztapp:view:rectangle	ztapp / view / rectangle	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-9a4a32ac2732	copy_ZTApp_view_rectangle
SC-G01-6771ec1e0528	2	G01	shell	ztglobe:dot:transforms	ztglobe / dot / transforms	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-563af32873ec	refresh_ZTGlobe_dot_transforms
SC-G01-e9ed10b62e9a	2	G01	shell	ztglobe:location:dot	ztglobe / location / dot	typed-topic	medium		implementation-ready	implementation	shell	2	2	2	0	unmatched	unreviewed		OB-G01-0c488b1297a8;OB-G01-f21d20f96f46	ensure_ZTGlobe_location_dot_objects;clear_ZTGlobe_location_dot_objects
SC-G01-f1600bd4917e	2	G01	shell	ztlocationentry:fields	ztlocationentry / fields	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-8fc05f088aa4	copy_ZTLocationEntry_value_fields
SC-G01-118ed3a0e35a	2	G01	shell	ztlocationentry:recursive	ztlocationentry / recursive	typed-topic	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-1e6d4deb2003	bind_ZTLocationEntry_recursive_children
SC-G01-e5a3595adf75	2	G01	shell	ztlocationmgr:candidate	ztlocationmgr / candidate	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-8faf7be8e939	resolve_ZTLocationMgr_from_candidate
SC-G01-e0f1fc896f03	2	G01	shell	ztlocationmgr:directory	ztlocationmgr / directory	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-94e73e9d27ba	bind_ZTLocationMgr_directory_children
SC-G01-ca06ced41680	2	G01	shell	ztmainmode:binderroot:reloadable	ztmainmode / binderroot / reloadable	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-97d983f6d7d4	handle_ZTMainMode_set_binderroot_reloadable_value
SC-G01-3e63207749ab	2	G01	shell	ztmainmode:cleanup:localdata	ztmainmode / cleanup / localdata	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-e7efc0b3e27b	deactivate_ZTMainMode_and_cleanup_localdata
SC-G01-64ac20205a81	2	G01	shell	ztmainmode:confirm:exit	ztmainmode / confirm / exit	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	accepted		OB-G01-1947de56e7fb	handle_ZTMainMode_confirm_exit_value
SC-G01-67405b6c80a9	2	G01	shell	ztmainmode:credits:timed	ztmainmode / credits / timed	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-213cdf8ce3c4	populate_ZTMainMode_credits_timed_events
SC-G01-68ecc2f844c9	2	G01	shell	ztmainmode:frame	ztmainmode / frame	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-7fe8b313bef2	update_ZTMainMode_frame
SC-G01-179ebce0f5a8	2	G01	shell	ztmainmode:game	ztmainmode / game	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-b7ef8d8cc95b	handle_ZTMainMode_set_game_mode_value
SC-G01-494df4da4237	2	G01	shell	ztmainmode:handler	ztmainmode / handler	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-7876634edd66	trap_invalid_ZTMainMode_value_handler
SC-G01-c62bea9dab12	2	G01	shell	ztmainmode:map	ztmainmode / map	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-fb4271f4d5d8	handle_ZTMainMode_load_map_value
SC-G01-b0de4b88f470	2	G01	shell	ztmainmode:map:key	ztmainmode / map / key	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-36d2619433a8	find_ZTMainMode_map_entry_payload_by_key
SC-G01-42762eee7bd5	2	G01	shell	ztmainmode:motd:items	ztmainmode / motd / items	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	partial		OB-G01-bf9d20bdbd3c	handle_ZTMainMode_motd_items_value
SC-G01-14ae131124f0	2	G01	shell	ztmainmode:motd:receiver	ztmainmode / motd / receiver	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	support		OB-G01-c9ec18e776b8	forward_ZTMainMode_value_to_motd_receiver
SC-G01-97692b660537	2	G01	shell	ztmainmode:setmode	ztmainmode / setmode	cohesive-type	medium	singleton	implementation-ready	implementation	shell	1	1	1	0	unmatched	unreviewed		OB-G01-f1fcf4a00943	handle_ZTMainMode_setmode_value
SC-G02-c45dc70e2bde	2	G02	ui	accumulate:origin:offsets	accumulate / origin / offsets	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	support		OB-G02-68a64a416447	accumulate_ui_component_origin_offsets
SC-G02-117fbdbac732	2	G02	ui	action:confirmed	action / confirmed	semantic-phrase	low	phrase-merge	normalization-review	implementation	ui	3	3	3	0	unmatched	unreviewed		OB-G02-8f4bb2032bd6;OB-G02-69fd55d61f60;OB-G02-03e92e60e563	handle_action_confirmed;handle_action_confirmed;handle_action_confirmed
SC-G02-ce476bd88676	2	G02	ui	action:feedback	action / feedback	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-cd9d4fb91719	emit_selected_entity_action_feedback
SC-G02-ce91f068b9a8	2	G02	ui	activated	activated	typed-topic	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-abdb66a58521	build_UI_IS_ACTIVATED_value_from_state78
SC-G02-5e25c4cca35d	2	G02	ui	alternate:sentinel	alternate / sentinel	typed-topic	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-f4a08011b1bc	build_UI_IS_ALTERNATE_value_from_child_sentinel
SC-G02-0077019fb253	2	G02	ui	app:collection:mode	app / collection / mode	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-a2fa77fb5cd9	update_app_ui_value_collection_for_mode_flag
SC-G02-4a0be9b60623	2	G02	ui	appdata:microsoft:games	appdata / microsoft / games	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-21e210afa0c1	build_appdata_Microsoft_Games_Vince_folder_path
SC-G02-40772f2a6f11	2	G02	ui	aspect:element	aspect / element	semantic-phrase	low	phrase-merge	normalization-review	implementation	ui	2	2	2	0	unmatched	unreviewed		OB-G02-033864e8b5d8;OB-G02-5a2520950fda	write_ui_aspect_element;read_ui_aspect_element
SC-G02-49dd4e826f6a	2	G02	ui	autopopulate:list	autopopulate / list	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	accepted		OB-G02-7335f2244a6a	emit_autopopulate_list_payload
SC-G02-e845c2ec90f9	2	G02	ui	axis:rotation:matrix	axis / rotation / matrix	semantic-phrase	low	phrase-merge	normalization-review	verification	ui	3	3	0	3	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-20c91b1bde57;OB-G02-96332e9f9b92;OB-G02-5cf1c4b230f8	build_x_axis_rotation_matrix3_from_angle;build_z_axis_rotation_matrix3_from_angle;build_y_axis_rotation_matrix3_from_angle
SC-G02-42628fab3aae	2	G02	ui	balance:sheet:graphwindow	balance / sheet / graphwindow	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-8c2f9569c161	refresh_balance_sheet_graphwindow_context
SC-G02-6b4a9d29cd0a	2	G02	ui	bfgentity:feedback:scale	bfgentity / feedback / scale	typed-topic	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-59432c02e52e	broadcast_BFGEntity_child_feedback_scale
SC-G02-0009a4774c89	2	G02	ui	bfgentity:float:event	bfgentity / float / event	typed-topic	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-e78803e99fd6	build_BFGEntity_component_float_event_value
SC-G02-3e21fe1d1020	2	G02	ui	bfkeyvalobj	bfkeyvalobj	typed-topic	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-9cdb59bd191c	build_string_value_from_BFKeyValObj_or_payload
SC-G02-577629ace882	2	G02	ui	bfsuicidecomponent:countdown	bfsuicidecomponent / countdown	cohesive-type	medium		implementation-ready	implementation	ui	2	2	2	0	unmatched	unreviewed		OB-G02-32590462e353;OB-G02-b98c0e70ad9f	enable_BFSuicideComponent_countdown;disable_BFSuicideComponent_countdown
SC-G02-81333462f172	2	G02	ui	bfsuicidecomponent:time	bfsuicidecomponent / time	cohesive-type	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-4105ff1bb33f	update_BFSuicideComponent_time_to_live
SC-G02-6d784d46867f	2	G02	ui	bfuintevent:destination	bfuintevent / destination	typed-topic	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-d0431805b95e	emit_BFUIntEvent_payload_to_destination
SC-G02-52a58e169393	2	G02	ui	bfuintevent:node	bfuintevent / node	typed-topic	medium		implementation-ready	implementation	ui	2	2	2	0	unmatched	unreviewed		OB-G02-e1413837a983;OB-G02-54ab8b4473f9	write_BFUIntEvent_payload_node;read_BFUIntEvent_payload_node
SC-G02-5f418808f9da	2	G02	ui	bfwindowcomponent:layout:attributes	bfwindowcomponent / layout / attributes	cohesive-type	medium		implementation-ready	implementation	ui	2	2	2	0	unmatched	unreviewed		OB-G02-1e668c53262d;OB-G02-1a939d0217ca	write_BFWindowComponent_layout_attributes;read_BFWindowComponent_layout_attributes
SC-G02-b791df055f5c	2	G02	ui	bgimg:layout	bgimg / layout	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-945ef8c5b1af	read_ui_bgimg_layout
SC-G02-ae1f4e6fd9fd	2	G02	ui	bind_ui_component_child_payload_value	bind ui component child payload value	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-5ff1acd20663	bind_ui_component_child_payload_value
SC-G02-32dc1b78b7bc	2	G02	ui	black:media:window	black / media / window	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-2236d187c0fe	paint_black_media_window_background
SC-G02-1a3016d0855f	2	G02	ui	blit	blit	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-38605b2ccb7b	handle_blit
SC-G02-08224010d35f	2	G02	ui	bool:arg	bool / arg	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-8d8ef3c0c004	wrap_bool_arg_as_ui_value
SC-G02-ff7b4c8389f9	2	G02	ui	bounds:change	bounds / change	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-8ab0cd56a9d7	refresh_ui_component_bounds_and_emit_change
SC-G02-b7ca48daa3cc	2	G02	ui	button	button	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-f6752d02ace5	handle_activate_on_ui_button
SC-G02-12f92535c3d2	2	G02	ui	byte:typed	byte / typed	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-bfe69609de8c	make_byte_typed_ui_payload_value
SC-G02-e76708733fda	2	G02	ui	center:align:text	center / align / text	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-de613434d760	center_align_UI_text_line_runs
SC-G02-3e84452a08fd	2	G02	ui	checked:previous:pointer	checked / previous / pointer	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-b52531176ae7	checked_previous_ui_pointer_vector_entry
SC-G02-68cfc286fe5c	2	G02	ui	children:list	children / list	typed-topic	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-863b183a198f	make_UI_GET_CHILDREN_payload_from_child_list
SC-G02-4de16bba5abc	2	G02	ui	cjk:hangul:fullwidth	cjk / hangul / fullwidth	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-fd932a165d87	is_inline_ui_cjk_hangul_or_fullwidth_codepoint
SC-G02-24fcf843e0a4	2	G02	ui	clamped:rgba:color	clamped / rgba / color	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-c615bb47b176	build_clamped_rgba_color_from_int_args
SC-G02-4e29cedb6cd1	2	G02	ui	closing:punctuation:small	closing / punctuation / small	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-dae28ec3100d	is_inline_ui_closing_punctuation_or_small_kana_codepoint
SC-G02-d517a691f389	2	G02	ui	compact:feedback:vector	compact / feedback / vector	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-d01fdaffd9cc	compact_feedback_child_record_vector
SC-G02-0be9166635ba	2	G02	ui	compare:feedback:alert	compare / feedback / alert	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-41e126749f0e	compare_feedback_alert_entry_key_less
SC-G02-a8cd6b945b02	2	G02	ui	compare:multilist:integer	compare / multilist / integer	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-f4c3160f86c6	compare_multilist_integer_child_values
SC-G02-60ca53d92d57	2	G02	ui	compare:multilist:string	compare / multilist / string	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-a4269764632b	compare_multilist_string_child_values
SC-G02-33e23fd5d01f	2	G02	ui	context	context	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-66cbc92cc543	resolve_ui_payload_to_context_object
SC-G02-823efe22febd	2	G02	ui	context:key	context / key	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-59005d0beab4	find_secondary_or_context_ui_child_by_key
SC-G02-16298426ae30	2	G02	ui	control:enabled	control / enabled	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-49a791564909	set_ui_control_enabled
SC-G02-8e8370f334ce	2	G02	ui	controls:token	controls / token	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-cab4a15df10e	sync_named_ui_controls_with_source_token_state
SC-G02-37e08be4e0d8	2	G02	ui	crate:uncrate:button	crate / uncrate / button	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-d506802426a1	update_crate_uncrate_button_visibility
SC-G02-e378369aaaed	2	G02	ui	customer:feedback:layout	customer / feedback / layout	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-b8e86f638b59	run_customer_feedback_layout_modal_until_answered
SC-G02-041eecc481e8	2	G02	ui	date	date	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-4c01a2f5cfff	refresh_current_date_ui_value
SC-G02-cb9e3cc0c146	2	G02	ui	date:output	date / output	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-e078389c7450	refresh_current_date_ui_value_and_clear_output
SC-G02-4a764bfa38e4	2	G02	ui	descendant:key:across	descendant / key / across	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-703a21990596	find_ui_descendant_by_key_across_primary_stack
SC-G02-fe5bccc72515	2	G02	ui	disabled:statecc	disabled / statecc	typed-topic	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-0670b9412b10	build_UI_IS_DISABLED_value_from_statecc
SC-G02-566adaf44446	2	G02	ui	drag:command	drag / command	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	UiDragCommandPolicy@projects/reimplementation/game/src/plugins/ui/types.rs:213	OB-G02-ebb467be58f0	read_ui_drag_command
SC-G02-7e9176d39dec	2	G02	ui	drag:feedback	drag / feedback	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-f4862b25487a	update_selected_target_drag_feedback
SC-G02-84b61939a64c	2	G02	ui	editor:layout	editor / layout	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	UiTargetQuery@projects/reimplementation/game/src/plugins/ui/types.rs:259	OB-G02-2f1a32924471	query_editor_layout_target_value
SC-G02-b98b09ceec36	2	G02	ui	enabled	enabled	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-0d0137c26fc7	set_ui_child_value_and_enabled_state
SC-G02-fa08231a4413	2	G02	ui	enter:training:feedback	enter / training / feedback	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-cdb5c18a977b	enter_training_result_feedback_state
SC-G02-fed5097fa0fe	2	G02	ui	equal:feedback:range	equal / feedback / range	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-ddb933d8d2f1	equal_feedback_child_record_range
SC-G02-4eafdfab1d21	2	G02	ui	equal:feedback:vectors	equal / feedback / vectors	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-7ace29ede742	equal_feedback_child_record_vectors
SC-G02-61ffd0b2dd63	2	G02	ui	event:list	event / list	semantic-phrase	medium	singleton	verification-ready	verification	ui	1	1	0	1	consumer-candidate	unreviewed	build@projects/reimplementation/game/src/plugins/ui/mod.rs:33	OB-G02-2e8c4fd80c72	build_ui_event_list_result_value
SC-G02-518cfd82c599	2	G02	ui	event:list:key	event / list / key	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-e941769b2dbf	dispatch_ui_named_event_list_for_key
SC-G02-a2db36b2a12a	2	G02	ui	event:output	event / output	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-4ac523a65cff	assign_ui_event_result_and_return_output
SC-G02-48597314bc22	2	G02	ui	event:string	event / string	semantic-phrase	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-6e47b8de7a7d	dispatch_ui_named_event_from_string_payload
SC-G02-da57dc022674	2	G02	ui	eventlist	eventlist	typed-topic	medium	singleton	implementation-ready	implementation	ui	1	1	1	0	unmatched	unreviewed		OB-G02-c296dd49fc3c	make_UI_EVENTLIST_value
