contract_id	normalizer_version	owner	plugin	contract_key	contract_label	normalization_basis	normalization_confidence	review_flags	scheduling_status	work_category	required_plugins	callable_obligations	evidence_occurrences	unmatched_callables	consumer_candidate_callables	coverage_status	review_status	rust_consumer_candidates	member_obligation_ids	member_original_names
SC-G04-bf9015f435f9	2	G04	world_spawn	bfgentitycontainer:slot	bfgentitycontainer / slot	typed-topic	medium		implementation-ready	implementation	world_spawn	4	4	4	0	unmatched	unreviewed		OB-G04-4a2245d6cc9b;OB-G04-77ef31f54f37;OB-G04-2847eae7585c;OB-G04-99dff6d68a91	has_available_BFGEntityContainer_slot_named;try_add_entity_to_nearest_BFGEntityContainer_slot;remove_empty_BFGEntityContainer_slot_entries;try_add_detached_entity_to_BFGEntityContainer_slot
SC-G04-3811363a7539	2	G04	world_spawn	bfgentitycontainer:slots:full	bfgentitycontainer / slots / full	typed-topic	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-1146205e9028	are_BFGEntityContainer_slots_full
SC-G04-6378451d626e	2	G04	world_spawn	bfgentitycontainer:type	bfgentitycontainer / type	typed-topic	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-3f5c1f81f201	find_BFGEntityContainer_entry_matching_type
SC-G04-cc45f7be60dd	2	G04	world_spawn	bfgentitycontainerslot	bfgentitycontainerslot	typed-topic	medium		implementation-ready	implementation	world_spawn	4	4	4	0	unmatched	unreviewed		OB-G04-9d64937a72aa;OB-G04-4dcacc5df542;OB-G04-e8b83a5ed768;OB-G04-ff1063f6b4fe	add_entity_to_BFGEntityContainerSlot;remove_entity_from_BFGEntityContainerSlot;find_BFGEntityContainerSlot_entry_by_entity;remove_empty_BFGEntityContainerSlot_entries
SC-G04-4892a3708635	2	G04	world_spawn	bfgentitycontainerslot:accept	bfgentitycontainerslot / accept	typed-topic	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-73ca6d696ca8	can_BFGEntityContainerSlot_accept_current_entity
SC-G04-6e0a22ce391f	2	G04	world_spawn	bfginfluencemgr	bfginfluencemgr	cohesive-type	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46;resolve_entity@projects/reimplementation/game/src/plugins/world_spawn/scenario_consequences.rs:391	OB-G04-bec080af787c	resolve_BFGInfluenceMgr_entity_influence_value
SC-G04-5cb83b4c41a7	2	G04	world_spawn	bfgmanager	bfgmanager	cohesive-type	medium		implementation-ready	implementation	world_spawn	2	2	2	0	unmatched	unreviewed		OB-G04-62e36e65c88a;OB-G04-77e4b190507d	add_BFGManager_component;remove_BFGManager_component
SC-G04-0f7bbae69386	2	G04	world_spawn	bfheadlookcomponent:registered	bfheadlookcomponent / registered	cohesive-type	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46	OB-G04-c2c3c845b9bd	resolve_BFHeadLookComponent_registered_value
SC-G04-0cf80c17b4c2	2	G04	world_spawn	bfhighlightcomponent	bfhighlightcomponent	cohesive-type	medium		implementation-ready	implementation	world_spawn	2	2	2	0	unmatched	unreviewed		OB-G04-cda3cf553da5;OB-G04-9698ed602521	set_BFHighlightComponent_highlight_target;refresh_BFHighlightComponent_highlight_target
SC-G04-0e44b34a6354	2	G04	world_spawn	bflegfitcomponent:foot:targets	bflegfitcomponent / foot / targets	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-b9293ba894e0	bind_BFLegFitComponent_foot_targets
SC-G04-f99b7ab940aa	2	G04	world_spawn	bflegfitcomponent:runtime	bflegfitcomponent / runtime	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-b343d6687a1c	update_BFLegFitComponent_leg_fit_runtime
SC-G04-8014d6575fbe	2	G04	world_spawn	bflinecomponent:runtime:flag	bflinecomponent / runtime / flag	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-095b34053eba	set_BFLineComponent_runtime_target_and_clear_child_flag
SC-G04-1f50ec69e013	2	G04	world_spawn	bfphyscomponent:dependent	bfphyscomponent / dependent	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-aa80596bdb39	append_BFPhysComponent_dependent_refs
SC-G04-6a51025041a9	2	G04	world_spawn	bfposinterpolatecomponent:interpolation	bfposinterpolatecomponent / interpolation	cohesive-type	medium		implementation-ready	implementation	world_spawn	2	2	2	0	unmatched	unreviewed		OB-G04-3c571f077059;OB-G04-d46929523e28	clear_BFPosInterpolateComponent_interpolation_active;tick_BFPosInterpolateComponent_interpolation
SC-G04-e204da8a5eef	2	G04	world_spawn	bfsafehandle_bfgentitycontainer	bfsafehandle bfgentitycontainer	typed-topic	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-b4a16d26274f	assign_BFSafeHandle<BFGEntityContainer>_from_value
SC-G04-fb73e237293f	2	G04	world_spawn	bfskewcomponent	bfskewcomponent	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-59f9766a0a64	refresh_BFSkewComponent_if_source_dirty
SC-G04-866dab0d03e3	2	G04	world_spawn	bfskewcomponent:points:transform	bfskewcomponent / points / transform	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-94ce9abdcf84	update_BFSkewComponent_points_and_transform
SC-G04-089c4d3fcfa3	2	G04	world_spawn	bfspinebendcomponent:scene	bfspinebendcomponent / scene	cohesive-type	medium		implementation-ready	implementation	world_spawn	4	4	4	0	unmatched	unreviewed		OB-G04-5f333c5e1891;OB-G04-2205948198d7;OB-G04-bc9b5c15e7e6;OB-G04-ea48bcafa63f	set_BFSpineBendComponent_scene_target;clear_BFSpineBendComponent_scene_target;set_BFSpineBendComponent_secondary_scene_target;clear_BFSpineBendComponent_secondary_scene_target
SC-G04-4af48227810f	2	G04	world_spawn	bfspinebendcomponent:transforms	bfspinebendcomponent / transforms	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-92e8407a8895	update_BFSpineBendComponent_bend_transforms
SC-G04-04b5f8f92198	2	G04	world_spawn	bfswimcomponent	bfswimcomponent	cohesive-type	medium		implementation-ready	implementation	world_spawn	2	2	2	0	unmatched	unreviewed		OB-G04-ac0498af774b;OB-G04-cca0d2c864bb	set_BFSwimComponent_swim_source;clear_BFSwimComponent_swim_source
SC-G04-c27d557c5687	2	G04	world_spawn	bftimetriggerscomponent:keys	bftimetriggerscomponent / keys	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-de645fdf9adf	update_BFTimeTriggersComponent_time_keys
SC-G04-33bb19845e6b	2	G04	world_spawn	bftimetriggerscomponent:timer	bftimetriggerscomponent / timer	cohesive-type	medium		implementation-ready	implementation	world_spawn	2	2	2	0	unmatched	unreviewed		OB-G04-af9dfee350d9;OB-G04-48ab53ff5a1b	start_BFTimeTriggersComponent_timer;stop_BFTimeTriggersComponent_timer
SC-G04-f77f5299894d	2	G04	world_spawn	bounds:center:vec	bounds / center / vec	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-8b4f6c69b0d3	compute_entity_bounds_center_vec3
SC-G04-a1f484b86528	2	G04	world_spawn	bounds:cross:normal	bounds / cross / normal	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-c4891664e7fc	compute_entity_bounds_cross_normal_vec3
SC-G04-9408258a587d	2	G04	world_spawn	cast:session:pick	cast / session / pick	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-ee2a1a715e1a	cast_active_session_pick_ray_from_screen_point
SC-G04-ee8fdb0aef60	2	G04	world_spawn	category:name	category / name	semantic-phrase	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46;resolve_entity@projects/reimplementation/game/src/plugins/world_spawn/scenario_consequences.rs:391	OB-G04-96c01759cfe9	resolve_entity_category_name
SC-G04-c6fb2b1c8599	2	G04	world_spawn	cleanup:container	cleanup / container	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-477a51085261	cleanup_and_attach_entity_container_refs
SC-G04-974d59f93088	2	G04	world_spawn	container:slot	container / slot	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-92607af09ad1	activate_first_entity_container_slot_ref
SC-G04-65d5f1e411ee	2	G04	world_spawn	crate	crate	semantic-phrase	low	phrase-merge	normalization-review	implementation	world_spawn	4	4	4	0	unmatched	unreviewed		OB-G04-03a95300c949;OB-G04-ced6a0e1d9a0;OB-G04-16f79d8d818f;OB-G04-cfbacc80e5b4	emit_crate_entity_payload;emit_crate_entity_payload;emit_crate_entity_payload;emit_crate_entity_payload
SC-G04-3f7b3331bcf1	2	G04	world_spawn	dependency:ids	dependency / ids	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-48f8e1539777	collect_entity_dependency_ids
SC-G04-e808b49d73b2	2	G04	world_spawn	destruction:renderer:override	destruction / renderer / override	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-bf8fc4a95a60	insert_entity_destruction_renderer_override_record
SC-G04-835d7f659a02	2	G04	world_spawn	destruction:rubble	destruction / rubble	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-6779fc56661b	spawn_entity_destruction_rubble_object
SC-G04-4c4c5a5e1231	2	G04	world_spawn	display:name	display / name	semantic-phrase	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46	OB-G04-089a8840627f	resolve_object_display_name_value
SC-G04-b2b32ddf16d9	2	G04	world_spawn	display:name:empty	display / name / empty	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-2a691c9e3142	copy_object_display_name_value_or_empty
SC-G04-294a990646be	2	G04	world_spawn	display:name:unnamed	display / name / unnamed	semantic-phrase	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46;resolve_entity@projects/reimplementation/game/src/plugins/world_spawn/scenario_consequences.rs:391	OB-G04-1ec4f15ccfc5	resolve_entity_display_name_or_unnamed
SC-G04-6b6b6e6fddd1	2	G04	world_spawn	extract:nested:typed	extract / nested / typed	semantic-phrase	low	phrase-merge	normalization-review	implementation	world_spawn	2	2	2	0	unmatched	unreviewed		OB-G04-d3f46533dc16;OB-G04-1bc7bb2a002b	extract_nested_typed_object_from_arg;extract_validated_nested_typed_object
SC-G04-14cce3a8f511	2	G04	world_spawn	handled:obj	handled / obj	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-a42143f31f5e	bf_safe_handle_assign_if_bf_safe_handled_obj
SC-G04-a3a9872b8127	2	G04	world_spawn	has:flagged:container	has / flagged / container	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-7982d1fe5968	has_flagged_entity_container_child
SC-G04-e5879bdd7c2a	2	G04	world_spawn	has:nonempty:container	has / nonempty / container	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-42f28cb579bc	has_nonempty_entity_container_child
SC-G04-596b52f43f56	2	G04	world_spawn	hide:training:overlay	hide / training / overlay	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-edc5464f2662	hide_training_overlay_context_components
SC-G04-d0c0bfc5a3b4	2	G04	world_spawn	icon:receiver	icon / receiver	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-72596c0d264e	copy_active_object_icon_value_into_receiver
SC-G04-1028c13e01b1	2	G04	world_spawn	link:missing:crate	link / missing / crate	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-2442db234220	link_missing_entity_refs_for_crate_nodes
SC-G04-8a76ad53afdb	2	G04	world_spawn	location:display	location / display	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-acba1afa46b0	populate_entity_location_display
SC-G04-ee61869a890c	2	G04	world_spawn	main:name:receiver	main / name / receiver	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-5910f0911344	apply_current_main_object_name_value_to_receiver
SC-G04-3873b9c84c9d	2	G04	world_spawn	max:abs:vec	max / abs / vec	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-f0394deab8af	max_abs_vec2_component
SC-G04-80cd60261ad6	2	G04	world_spawn	mode:follow:context	mode / follow / context	semantic-phrase	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	SelectedEntity@projects/reimplementation/game/src/plugins/information/types.rs:16	OB-G04-b0619f45c93c	refresh_selected_entity_mode_and_follow_context
SC-G04-52bd68681de1	2	G04	world_spawn	mode:position	mode / position	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-bb2d4ace0fe7	handle_mode_set_entity_position_value
SC-G04-a1fb2031afca	2	G04	world_spawn	mode:rotate	mode / rotate	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-fd41baa56313	handle_mode_object_rotate_value
SC-G04-8a57e69e0be9	2	G04	world_spawn	multi:scene	multi / scene	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-aa21df18fd8c	refresh_selected_object_multi_select_and_scene_state
SC-G04-52068f025811	2	G04	world_spawn	nested:vtable	nested / vtable	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-528c65042051	dispatch_field38_nested_object_vtable70
SC-G04-e44b5d8fe35c	2	G04	world_spawn	one:bool	one / bool	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-fe71d7eea5f2	wrap_object_field_64_is_one_as_bool_value
SC-G04-2959817f3b5e	2	G04	world_spawn	parenting:node:transform	parenting / node / transform	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-8400ae2d4cd1	update_selected_object_parenting_node_transform
SC-G04-109119132c87	2	G04	world_spawn	point:components:near	point / components / near	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-7e4abf320063	wrap_point3_components_near_reference
SC-G04-cdf0c294be0c	2	G04	world_spawn	pointer:range	pointer / range	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-3d17475a815c	find_safe_handle_target_in_pointer_range
SC-G04-74291cd9f753	2	G04	world_spawn	refcounted:pointer	refcounted / pointer	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-1d42d084f4d3	assign_refcounted_object_pointer
SC-G04-2b2f11864fef	2	G04	world_spawn	resolve_active_object_child_entity	resolve active object child entity	semantic-phrase	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46;resolve_entity@projects/reimplementation/game/src/plugins/world_spawn/scenario_consequences.rs:391	OB-G04-fea033969606	resolve_active_object_child_entity
SC-G04-b7056d1e0353	2	G04	world_spawn	rotate	rotate	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-a37698c336a5	handle_object_rotate
SC-G04-73095dee8d72	2	G04	world_spawn	runtime	runtime	semantic-phrase	low	phrase-merge	normalization-review	implementation	world_spawn	2	2	2	0	unmatched	unreviewed		OB-G04-49972f10098b;OB-G04-deca2cab8683	clear_component_runtime_target_field_1c;set_component_runtime_target_field_1c
SC-G04-35c6d3474542	2	G04	world_spawn	runtime:fields	runtime / fields	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-fbb8e2cdc21f	set_component_runtime_target_fields_1c_6c
SC-G04-bd80b086cbab	2	G04	world_spawn	runtime:store:context	runtime / store / context	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-3a170f8661d2	clear_component_runtime_target_field_1c_store_context_6c
SC-G04-a25387eafe39	2	G04	world_spawn	select_entity	select entity	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-cf5a889ff634	select_entity
SC-G04-99cc2e04abe4	2	G04	world_spawn	session:picked	session / picked	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-95aa564c7422	query_active_session_picked_object
SC-G04-77e876a7a343	2	G04	world_spawn	token	token	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-84af3c425d65	lookup_active_object_child_by_token
SC-G04-e54caf2176f7	2	G04	world_spawn	training:mode:overlay	training / mode / overlay	semantic-phrase	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46	OB-G04-a9f9d0a7351f	resolve_training_mode_overlay_components
SC-G04-c548cc271460	2	G04	world_spawn	training:overlay:visible	training / overlay / visible	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-c6cded26b5f6	set_training_overlay_component_visible
SC-G04-428c5d565891	2	G04	world_spawn	typed:screen:point	typed / screen / point	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-b4d5626df70d	find_typed_entity_at_screen_point
SC-G04-06eb1cda6b2a	2	G04	world_spawn	viewing:metrics	viewing / metrics	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-5222a4d5d8c3	compute_object_viewing_metrics
SC-G04-2f232e12511d	2	G04	world_spawn	world:point:session	world / point / session	semantic-phrase	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	close_active_world@projects/reimplementation/game/src/plugins/world_spawn/mod.rs:114	OB-G04-2fe0791866c7	query_world_hit_point_for_active_session
SC-G04-352ea37da424	2	G04	world_spawn	zoo:balance:sheet	zoo / balance / sheet	semantic-phrase	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-4ae206f80009	populate_zoo_balance_sheet
SC-G04-62b2ae7eca0c	2	G04	world_spawn	zoo:boundary:segment	zoo / boundary / segment	semantic-phrase	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46	OB-G04-d598b90f87c6	resolve_zoo_boundary_segment
SC-G04-4a0c38a0739a	2	G04	world_spawn	zoo:time:fraction	zoo / time / fraction	semantic-phrase	low	mixed-coverage;phrase-merge	normalization-review	implementation-and-verification	world_spawn	2	2	1	1	mixed	unreviewed	apply_world_spawn_values@projects/reimplementation/game/src/plugins/world_spawn/mod.rs:768	OB-G04-36b7898f52d1;OB-G04-4c8e8b1257d0	apply_current_zoo_time_fraction_to_world_object;apply_zoo_time_fraction_and_clear_output
SC-G04-0d2ac3d3dcf9	2	G04	world_spawn	ztentitycrater:action	ztentitycrater / action	typed-topic	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46	OB-G04-34c35146aa55	resolve_ZTEntityCrater_action_value
SC-G04-e66b10ef4c3e	2	G04	world_spawn	ztentitycrater:crate:action	ztentitycrater / crate / action	typed-topic	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-ecf65deaeb44	handle_ZTEntityCrater_crate_entity_action
SC-G04-c0afa5eb0fd0	2	G04	world_spawn	ztentitycrater:uncrate:action	ztentitycrater / uncrate / action	typed-topic	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-6e6a29cd7d71	handle_ZTEntityCrater_uncrate_entity_action
SC-G04-519937842621	2	G04	world_spawn	ztentitydestructioncomponent	ztentitydestructioncomponent	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-dacac62cdab8	seed_ZTEntityDestructionComponent_from_data
SC-G04-30b08f246b5a	2	G04	world_spawn	ztentitydestructioncomponent:action	ztentitydestructioncomponent / action	cohesive-type	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46	OB-G04-30397597422a	resolve_ZTEntityDestructionComponent_action_value
SC-G04-507a19171c20	2	G04	world_spawn	ztentitydestructioncomponent:effects	ztentitydestructioncomponent / effects	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-a015a679b11b	execute_ZTEntityDestructionComponent_effects
SC-G04-e47def901643	2	G04	world_spawn	ztentitydestructioncomponent:timer	ztentitydestructioncomponent / timer	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-7d4a4b3f2378	update_ZTEntityDestructionComponent_timer
SC-G04-749767c692ea	2	G04	world_spawn	ztentitydestructioncomponent:when:timer	ztentitydestructioncomponent / when / timer	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-615227af19ad	complete_ZTEntityDestructionComponent_when_timer_elapsed
SC-G04-dbb3114781b8	2	G04	world_spawn	ztfpsudvcomponent:action	ztfpsudvcomponent / action	cohesive-type	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46	OB-G04-5a383fc4c320	resolve_ZTFPSUDVComponent_action_value
SC-G04-6baee6ee0b5f	2	G04	world_spawn	ztfpsudvcomponent:avatar:links	ztfpsudvcomponent / avatar / links	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-327c7668a944	refresh_ZTFPSUDVComponent_avatar_object_links
SC-G04-e55f0afb51a8	2	G04	world_spawn	ztfpsudvcomponent:avatar:transform	ztfpsudvcomponent / avatar / transform	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-23735ef9fa66	sync_ZTFPSUDVComponent_avatar_target_transform
SC-G04-be40df93606b	2	G04	world_spawn	ztfpsudvcomponent:frame	ztfpsudvcomponent / frame	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-3fe2dd0f8744	update_ZTFPSUDVComponent_frame
SC-G04-34c775210013	2	G04	world_spawn	ztfpsudvcomponent:heading	ztfpsudvcomponent / heading	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-ffc780c533f8	rotate_ZTFPSUDVComponent_heading
SC-G04-8304c378a7f8	2	G04	world_spawn	ztpaptbfaientitydatainstance:bindings	ztpaptbfaientitydatainstance / bindings	typed-topic	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-53deed445557	read_ZTPAPTBFAIEntityDataInstance_child_bindings
SC-G04-b1f10366c9ab	2	G04	world_spawn	ztpaptentitystub:binding	ztpaptentitystub / binding	typed-topic	medium	singleton	verification-ready	verification	world_spawn	1	1	0	1	consumer-candidate	unreviewed	resolve@projects/reimplementation/game/src/plugins/world_spawn/prefab_links.rs:46	OB-G04-b362d1e5554a	resolve_ZTPAPTEntityStub_binding_value
SC-G04-c5ba89c4c15e	2	G04	world_spawn	ztpaptentitystub:subcomponent	ztpaptentitystub / subcomponent	typed-topic	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-848f2ae17824	attach_ZTPAPTEntityStub_subcomponent
SC-G04-1e9e82ff7336	2	G04	world_spawn	ztspawnentitycomponent:has	ztspawnentitycomponent / has	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-cd1fe60dcc76	ZTSpawnEntityComponent_has_active_spawn_ref
SC-G04-a90c8e0ae5dd	2	G04	world_spawn	ztworldmgr	ztworldmgr	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-f6d58c859d5f	make_ZTWorldMgr_child_inline_value
SC-G04-008a207ee006	2	G04	world_spawn	ztworldmgr:boolean	ztworldmgr / boolean	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-9a011221a798	make_ZTWorldMgr_child_boolean_value
SC-G04-48aff2cec68d	2	G04	world_spawn	ztworldmgr:float	ztworldmgr / float	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-3742f8d68837	make_ZTWorldMgr_child_float_value
SC-G04-83b1ac310d79	2	G04	world_spawn	ztworldmgr:gender:flags	ztworldmgr / gender / flags	cohesive-type	medium		implementation-ready	implementation	world_spawn	2	2	2	0	unmatched	unreviewed		OB-G04-481fcbbb3d01;OB-G04-d726c0e6f5f1	set_ZTWorldMgr_gender_flags_from_input_string;make_ZTWorldMgr_gender_flags_string_value
SC-G04-238f0df58844	2	G04	world_spawn	ztworldmgr:input:handler	ztworldmgr / input / handler	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-eaaf40a40865	dispatch_ZTWorldMgr_input_ref_to_world_handler
SC-G04-e697bbff0823	2	G04	world_spawn	ztworldmgr:layout:node	ztworldmgr / layout / node	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-7f2364b5d399	apply_ZTWorldMgr_layout_node_from_input_value
SC-G04-b77b2798b5b2	2	G04	world_spawn	ztworldmgr:list	ztworldmgr / list	cohesive-type	medium	singleton	implementation-ready	implementation	world_spawn	1	1	1	0	unmatched	unreviewed		OB-G04-294340946627	make_ZTWorldMgr_world_value_list_payload
